内容,评分
第26期的内容讲到天黑前建议早些带孩子回家而不是天黑了还带孩子外面晃悠参见→微博正文白天上班晚上回家先洗澡带出来玩的话感觉回去还要洗怎么办,0.003649832
上班第一天我的心情非常沮丧。我想起我的摩托车还在店里停着我打了个电话给店长说我想把我的车拿了店长说我再不联系他他都以为这车我不要了 ,0.001117753
早呀我又去出门去上班了～ ,0.73930433
奶舅被迫营业29周中与周末的陪伴策略不管是全职妈妈之后要回归社会还是孩子到年龄要去上学都需要养育者提前给孩子养成周中和周末会有区别的生活常态。上一期讲到了如果是上班族家长就需要把周中、周末区分开来。一方面是考虑到养育者的精力、体力分配问题另一方面也为孩子提供不 全文,1
今天是我的清明小长假第一天。可以连休三天到6 日才上班。 台州 ,0.003167591
恭喜 获得新皮肤达摩尤物上班之前去了趟理发店给理发师说他想要被剪成那种有棱角的感觉现在这个人气场感觉起来是挺有棱角的就是看起来像颗卤蛋。 孤沽的微博视频 ,0.995657227
养猫须知 千万不要让猫白天一直睡觉这周我俩都去上班了但我每次回家打开房门俩猫都四仰八叉在睡觉还打呼噜然后一到半夜他俩就开始跑酷上蹿下跳仿佛在给我们家翻新装修。头几天我们还爬起来教育批评一番再撸撸他们抱到各自的窝里后面实在扛不住就假装听不见。今天早上醒的 全文,0.000132585
7号上班距离高考恰好3个月。 ,0.494748195
今日份的微博●我的清明小长假结束了明天就要开始上班了。放假时时间过得很快上班时过得很慢小时候时间过得很慢长大了时间过得很快。●生日临近就在明天。然而截至目前只有光大银行一家给我发送了生日祝福短信。往年这个时候已经被各大银行、机构、商家、网站论坛、微博等祝福 全文,0.787967715
时间过得很快两天转眼间就过去了今天就是我的清明小长假最后一天了明天就要开始上班了。 台州 ,0.030873724
一大早睁眼看微信同事问我工作的事居然恍惚了以为今天上班迟到了吓我一跳 ,0.794447801
真的很多人来问我为什么三十岁还在读书我也不懂你为什么要上班呢感觉好辛苦哦。 ,0.918969131
清明小长假结束今天开始上班。本周要上四天班。生日收到多条祝福短信。天气还是阴沉气温还是比较低还是比较冷。 台州 ,0.300538332
如果每天上班时间推迟两小时下班时间不变一周上六天班有人愿意吗单休跟不休差不多996可太惨了卧槽本社畜怀念上学的时候了我知道区别大没想过居然这么大,0.125382346
带娃上班了。 ,0.721818603
没睡的抠1夜奶的抠2还在哄睡的抠3时差党抠4睡醒了的起来嗨 刚吃完自热火锅睡了睡了明早上班下午带夏夏去广州儿保每天奔波于家庭和工作之间。 ,0.001543147
好不容易等到武汉解封以为离正常上班不远了结果又等来了黑龙江疫情升级怕了怕了黑龙江绥芬河抢工建设方舱医院 ,0.432543629
睡了早点睡才有抵抗力呢。每晚都在后悔没有更温柔有爱一点明天新的一天我要早早起床把红豆卷切成片裹上蛋液煎一煎配小米粥上班前叠好被子上班的时候不看手机抓紧时间早点回家有机会辛苦多么好。 ,0.624098129
早上我要出门去上班了就开电视给她看一下等我走了阿姨就会关电视带她下楼玩所以不用担心看太久然后她突然就大喊着不要看电视不要看电视自己就去拿遥控很着急要关电视我一看电视里的宝宝巴士在播厨房着火了她吓到了我帮她关掉她才平静下来但是一直喊着不要看电视。 全文,0.014267926
胖胖问你今天穿运动裤上班啊我这是时装裤它怎么就成运动装了呢可能问题在于我搭配了运动上衣吧 ,0.622877313
你在上班当网页上打开的是动物森友会建筑规划建议,0.422787795
我是男人我外甥第一次说爸爸妈妈上班辛苦了是我用了一整天时间教会的什么时候爸爸能教孩子跟妈妈说一声辛苦了,0.999987775
感觉现在各级政府都非常强调复工率从某种角度来说这也无可厚非但我觉得咱们更需要考虑的是需求端的刺激而不是简单的大家都回去上班。目前整体来看消费需求还是比较惨淡的这个和大家的前景预期直接相关都觉得前景不太好那肯定就会捂紧钱袋子。单纯看复工指标没有意义因为绝大部分企 全文,0.903782208
下了整整一天的雨到现在还没有停。双休日结束了明天又要开始上班了。 台州 ,0.111517412
一上班体重就不行了蛋糕可乐原味吮指鸡块咖啡一样也不少。 ,0.028707905
上班前抓紧时间练 并不软的软喵子的微博视频 ,0.878638007
今天也是带娃上班的一天别的不说8分钟可以走完的路带着夏猴要走20分钟边走边玩～看见蚂蚁她说蚂蚁搬豆。我说小猫呢 她说小猫抓老鼠。我说小狗呢她说小狗吃骨头。我说大象呢她说大象喷水。 ,0.001487164
我经常能看到我们医院有些医生不论上班还是下班时间都在医院周末也在哪儿都有他们的身影如医生办公室病房手术室其它科室辅助科室缴费处到处都能看到某位医生的身影我有时候都怀疑他是不是住在医院了感觉医院就像他的家一样在这个环境呆着会特别自在舒服。每次周末去上班看见大 全文,0.999716283
双休日结束今天开始上班了。 台州 ,0.291659389
奶舅被迫营业4717个月宝宝非常粘我平时我上班爸妈帮忙带。我在家就谁也不让抱上个厕所也要跟在一起走哪跟哪每次上班只要他醒了就是一场大戏。奶舅分析这个案例小朋友一岁半左右这个年龄段孩子通常会跑、学说话孩子会更倾向于和不限制自己的养育者玩或者有熟悉的声音或气味的养 全文,0.999999999
睡醒起床做早饭锻炼一小时然后买菜吃完饭上班晚上继续锻炼今天发货处理售后盘点库存看样衣然后还要画画设计iwatch里面去买一个睡眠的APP autoSleep可以记录你的睡眠程度包括你的深度睡眠啊还有时间啊还有分析你的睡眠状态我觉得挺好用的。只要18块钱。 ,0.010865479
九点半上班九点二十九打上卡 ,0.134372997
意大利超话 居家隔离第57天2020421我最近得知了几个消息觉得是好消息又可怕。①5月4号后意大利进入第二阶段会正式解封。全国计划重启。②米兰有15的人感染了因为许多人没有症状所以没查出来。但这也是个好消息。因为许多人都可以免疫了他们无需戴口罩就可以重新上班。 全文,0.014254376
是普遍现象吗如我上班的时候娃和我难舍难分哭得稀里哗啦我门一关他就好了外婆如是说。当然不一定是普遍情况。,0.998357565
司法系统内的官官相护已到达疯狂的状态女法官被判滥用职权罪免予刑罚仍在单位工作河北省易县法院原王姓女庭长因涉嫌滥用职权罪采用虚假诉讼将房产低价过户逃避税款近500万先后被逮捕、取保候审后被法院判处滥用职权罪但免予刑事处罚。获释后该法匪仍在原法院上班。腹语怒骂,0.032613783
今天是星期六原本应该是双休日休息但因为这两天台州市两会召开我们报纸增版所以我周末继续加班也是连续第七天上班。今日食堂夜宵是蒸扁食一份五个、绿豆汤提供白糖、骆驼奶蛋糕袋装、芒果酸奶提供塑料小勺子。 台州 ,0.971436557
看到DeepTech深科技说的这个突然想起来话说即将到来的夏天上班这中央空调一关可怎么办 ,0.307647219
426小记明天要上班啦啦啦～早上六点半的天空很棒刚刚好的时机拍下照片天气要越来越好了今晚从五点开始吃的晚餐现在喜欢吃早一些晚上可以不用积食今天晚了要早点休息明天还要跑步晚安💤 ,0.046329787
今天打针鱼尾纹医生问我你上班还是上学呀我说上班呀我都31了医生夸我保养的好又说那个陪你来的男孩子是你老公还是男朋友我说男朋友。医生突然露出会心一笑神神秘秘的低声问我老公另有其人吗我医生说害没事的别怕干我们这行见得多啦什么三观我都能接受 全文,0.999992215
我的五一假期来临前需要连续上班11天到昨天已经完成7天今天开始还有4天。 台州 ,0.410507255
完了完了完了今天要上班 ,0.873449243
再补充下我的每15分钟定律如果过了0点我还没睡那选择睡觉的时间会卡在015 or 030 or 045 如果第二天要上班是不敢跨过1点的晚安好梦,4.15E-06
带夏夏去上班 ,0.660855783
428小记昨天竟然忘记更新了第一天上班沾枕头就可以睡着～昨天的天空图1234～跑完步之后还可以看到深鹅黄色的日出真好看我经常跑步去深圳湾然后骑单车回家上第一天班同事送我的苹果拿在手上是开开心心鞋子颜色不小心跟苹果撞上了哈哈哈我的HELLO KITTY肥皂盒到了好可爱 全文,0.998898313
一会做韩小四的运动我觉得她的都非常好坚持反正不累做完吃饭上班晚上健身房 ,0.651854506
陪完夏夏去上班ne ,0.723314022
老胡今天上班同事告诉我我两天前在微博上称澳大利亚有点像粘在中国鞋底上的嚼过的口香糖这句话在英文媒体上特别是澳大利亚媒体上火了。大概是老胡触动了一些澳大利亚人伤害了他们的感情。 但是我不后悔这样写了。我重复一下那句完整的话澳大利亚总在那折腾我感觉它有点像粘 全文,0.113163123
五一假期前最后一个工作日连续上班11天了。明天就可以休息了。 ,0.002417977
雷厉风行的王炸一家昨天来看了一下工作室就火速在我楼上定了一间一样的格局还比我的便宜400大概是疫情期间降价了超级划算。然后刚才我上班就在楼下大堂遇到王炸爸在等咖啡了。开学以后我们要跑到他们小区上日托他们要跑到我们这边上班哈哈哈哈哈哈哈哈哈哈哈哈哈哈。太神奇了 全文,0.993623442
